hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,24,2015,November,35,7,0,2,1,2,0,FB,ESP,Online TA,TA/TO,0,2,0,F,A,0,Non Refund,18,45.0,13,Transient-Party,149.46,0,5,Canceled,2016-10-26
City Hotel,1,384,2017,September,26,27,3,8,3,1,1,SC,PRT,Direct,Corporate,1,0,3,E,A,0,Refundable,239,579.0,11,Transient,149.46,1,3,No-Show,2015-06-28
City Hotel,1,211,2017,September,17,16,3,3,2,2,1,HB,DEU,Offline TA/TO,Direct,1,0,0,A,A,4,Refundable,1,243.0,10,Group,149.46,0,4,Canceled,2017-11-11
Resort Hotel,1,289,2016,July,26,30,0,9,2,1,1,SC,NLD,Offline TA/TO,GDS,0,2,4,D,A,4,Non Refund,477,509.0,19,Group,149.46,2,5,No-Show,2016-06-30
Resort Hotel,0,50,2015,January,9,3,2,7,4,0,0,SC,NLD,Offline TA/TO,GDS,0,0,1,D,G,0,Refundable,272,768.0,16,Transient,149.46,1,1,Check-Out,2015-04-23
Resort Hotel,1,140,2017,April,2,25,2,3,3,1,1,BB,PRT,Direct,Direct,0,0,2,D,C,3,No Deposit,425,184.0,13,Group,149.46,2,4,Check-Out,2017-01-30
Resort Hotel,1,390,2017,July,11,10,1,4,1,0,1,FB,PRT,Direct,Corporate,1,1,2,E,D,2,Non Refund,493,15.0,4,Transient-Party,149.46,1,2,Check-Out,2015-01-02
City Hotel,0,291,2017,August,43,2,4,3,1,1,1,FB,DEU,Offline TA/TO,Corporate,0,2,0,B,C,4,Non Refund,198,50.0,19,Transient-Party,149.46,2,1,No-Show,2016-01-19
City Hotel,1,249,2016,March,14,12,2,8,2,2,1,HB,DEU,Direct,TA/TO,1,0,1,G,A,2,No Deposit,157,867.0,18,Group,149.46,2,5,No-Show,2015-12-25
City Hotel,1,380,2017,June,9,12,3,10,1,1,0,Undefined,NLD,Corporate,GDS,0,0,0,A,D,0,Non Refund,191,562.0,16,Group,149.46,0,5,Canceled,2017-10-30
Resort Hotel,1,355,2017,September,44,21,1,10,4,1,1,BB,USA,Direct,Corporate,1,1,3,A,D,3,Refundable,381,400.0,13,Group,149.46,0,3,Canceled,2015-07-30
Resort Hotel,1,210,2016,July,46,26,2,1,3,0,1,BB,NLD,Offline TA/TO,TA/TO,1,0,3,D,D,4,Non Refund,5,536.0,9,Transient,149.46,2,5,No-Show,2017-12-19
City Hotel,1,57,2016,August,50,19,2,7,4,2,1,BB,BRA,Direct,TA/TO,0,2,1,B,B,0,No Deposit,392,440.0,7,Transient,149.46,2,4,No-Show,2016-01-25
City Hotel,0,9,2016,April,10,27,4,7,3,2,0,Undefined,BRA,Online TA,TA/TO,1,2,2,A,A,2,No Deposit,278,696.0,8,Transient,149.46,0,1,Check-Out,2016-08-27
City Hotel,0,306,2017,July,15,9,0,4,1,1,1,HB,Other,Corporate,Corporate,0,2,0,C,B,1,Refundable,473,571.0,6,Group,149.46,0,3,Check-Out,2017-11-27
City Hotel,0,220,2017,June,22,20,1,1,2,2,0,SC,ITA,Online TA,Corporate,1,2,0,C,F,4,Non Refund,36,757.0,11,Transient,149.46,2,0,No-Show,2015-07-18
City Hotel,0,149,2017,May,1,12,1,9,1,1,0,SC,NLD,Direct,Corporate,0,0,1,C,B,0,No Deposit,262,15.0,3,Group,149.46,0,0,Check-Out,2015-06-04
City Hotel,1,230,2015,December,39,12,1,3,4,1,0,BB,DEU,Offline TA/TO,Direct,0,1,1,A,D,0,Refundable,68,713.0,3,Transient-Party,149.46,0,4,Canceled,2017-08-15
Resort Hotel,1,211,2016,June,27,14,0,2,3,0,1,FB,USA,Offline TA/TO,GDS,1,1,3,A,G,4,Non Refund,103,939.0,5,Transient-Party,149.46,1,0,Canceled,2015-08-05
City Hotel,0,227,2015,March,12,2,3,3,3,0,1,HB,BRA,Online TA,GDS,0,0,1,G,C,0,No Deposit,273,880.0,13,Group,149.46,0,1,Check-Out,2015-04-24
City Hotel,0,324,2015,August,25,21,2,10,3,0,1,FB,GBR,Corporate,Corporate,0,2,2,A,C,4,Refundable,303,875.0,12,Transient,149.46,1,1,No-Show,2015-07-28
City Hotel,0,17,2017,September,29,11,4,9,4,0,1,HB,ITA,Online TA,TA/TO,0,0,3,E,G,4,No Deposit,312,684.0,0,Group,149.46,0,3,Canceled,2015-11-29
City Hotel,1,3,2017,February,28,16,0,9,4,2,0,SC,ITA,Online TA,Corporate,0,2,3,C,E,4,No Deposit,108,738.0,15,Transient-Party,149.46,0,5,Check-Out,2015-10-26
Resort Hotel,0,62,2015,March,9,29,4,3,4,1,0,Undefined,BRA,Corporate,Corporate,0,0,1,B,D,3,Refundable,42,686.0,0,Contract,149.46,1,4,Check-Out,2017-08-20
City Hotel,0,34,2015,January,50,12,3,9,1,1,1,Undefined,USA,Offline TA/TO,GDS,1,0,1,C,C,4,Non Refund,388,277.0,0,Transient,149.46,0,3,No-Show,2017-05-09
Resort Hotel,0,19,2016,May,34,13,4,5,4,2,1,Undefined,GBR,Corporate,TA/TO,0,0,1,B,C,2,Refundable,480,754.0,9,Transient,149.46,2,0,No-Show,2016-06-26
Resort Hotel,1,387,2017,August,14,24,0,2,1,1,0,SC,PRT,Online TA,GDS,0,1,0,B,B,0,No Deposit,328,739.0,8,Transient,149.46,2,4,Canceled,2016-06-09
Resort Hotel,1,24,2017,August,45,6,2,3,2,1,1,HB,NLD,Direct,GDS,0,2,1,F,D,1,Non Refund,305,144.0,4,Transient,149.46,2,4,Canceled,2017-05-29
City Hotel,1,217,2016,April,52,2,3,6,2,0,1,FB,DEU,Direct,TA/TO,0,0,2,B,D,2,Non Refund,278,329.0,6,Transient,149.46,0,0,Check-Out,2017-07-21
Resort Hotel,1,82,2016,January,32,10,3,1,4,1,1,BB,ESP,Corporate,Corporate,0,1,3,D,B,0,Refundable,349,165.0,15,Transient-Party,149.46,0,0,Canceled,2017-12-06
City Hotel,0,196,2015,July,13,5,4,5,2,1,1,BB,GBR,Offline TA/TO,TA/TO,0,2,3,E,A,2,No Deposit,144,809.0,4,Transient-Party,149.46,1,4,Check-Out,2016-12-14
City Hotel,0,206,2017,June,35,4,1,10,4,2,0,BB,NLD,Offline TA/TO,Corporate,1,2,2,F,F,0,No Deposit,340,16.0,4,Transient,149.46,0,1,Canceled,2015-05-14
City Hotel,1,77,2017,August,36,5,0,1,2,0,1,Undefined,BRA,Online TA,Direct,1,0,2,C,C,4,No Deposit,19,786.0,4,Transient-Party,149.46,2,4,No-Show,2015-04-17
City Hotel,1,237,2015,October,35,2,2,6,1,2,0,HB,DEU,Online TA,Direct,1,2,1,E,F,1,Non Refund,379,72.0,1,Transient,149.46,1,1,Canceled,2017-05-29
Resort Hotel,1,311,2017,March,46,19,1,2,1,1,0,BB,BRA,Corporate,Corporate,1,2,2,C,B,1,Refundable,353,593.0,12,Group,149.46,2,2,Check-Out,2015-01-14
Resort Hotel,1,257,2015,May,16,9,3,5,1,2,0,HB,FRA,Direct,TA/TO,0,1,1,F,B,1,No Deposit,7,777.0,6,Contract,149.46,1,3,Canceled,2016-01-24
City Hotel,0,355,2016,September,45,2,2,10,1,0,0,BB,Other,Direct,TA/TO,0,1,1,A,F,2,No Deposit,266,683.0,6,Group,149.46,2,2,Canceled,2016-10-30
City Hotel,1,355,2015,August,36,13,4,4,1,2,0,BB,FRA,Direct,Direct,0,2,0,G,D,2,Non Refund,96,939.0,4,Contract,149.46,1,0,Check-Out,2015-01-15
City Hotel,0,186,2015,May,37,9,3,8,4,1,0,Undefined,NLD,Offline TA/TO,TA/TO,1,2,3,D,D,2,Non Refund,110,436.0,14,Group,149.46,2,1,Canceled,2015-10-22
Resort Hotel,0,286,2016,October,18,22,4,8,3,2,1,BB,Other,Corporate,Corporate,0,1,2,C,C,2,No Deposit,192,640.0,8,Transient,149.46,0,4,Check-Out,2016-02-04
Resort Hotel,0,329,2016,January,39,11,3,8,2,2,0,HB,GBR,Corporate,Direct,1,0,0,B,G,4,Non Refund,361,825.0,19,Transient-Party,149.46,2,3,No-Show,2016-02-15
City Hotel,1,35,2016,September,10,5,3,7,2,1,0,FB,ITA,Direct,GDS,1,0,3,D,D,1,Non Refund,452,844.0,13,Transient,149.46,1,3,No-Show,2016-06-24
City Hotel,1,176,2017,December,1,3,2,1,4,0,0,Undefined,ITA,Direct,Corporate,0,0,0,A,B,0,Non Refund,309,60.0,15,Transient-Party,149.46,1,4,Check-Out,2017-07-15
Resort Hotel,0,164,2017,August,14,18,3,9,2,0,0,BB,FRA,Corporate,TA/TO,0,2,1,A,F,3,Refundable,331,717.0,8,Transient,149.46,2,2,Check-Out,2016-07-30
Resort Hotel,0,331,2017,October,36,15,1,3,2,2,1,SC,NLD,Offline TA/TO,GDS,0,0,4,F,D,2,Refundable,490,68.0,3,Transient-Party,149.46,1,1,Check-Out,2017-06-02
City Hotel,0,314,2015,March,25,25,0,3,1,2,0,Undefined,PRT,Online TA,TA/TO,1,0,2,F,F,4,No Deposit,93,503.0,16,Group,149.46,2,4,Check-Out,2015-03-06
City Hotel,0,321,2017,April,28,17,4,5,4,2,0,BB,NLD,Corporate,Direct,1,2,1,G,E,2,No Deposit,194,456.0,4,Group,149.46,2,2,No-Show,2015-06-20
Resort Hotel,1,367,2017,January,13,27,0,5,2,0,0,Undefined,USA,Corporate,Direct,0,0,3,D,D,3,No Deposit,6,337.0,1,Transient,149.46,1,5,No-Show,2017-10-15
Resort Hotel,1,381,2015,January,49,29,1,9,3,1,0,FB,GBR,Corporate,Direct,0,2,3,A,D,0,Non Refund,94,106.0,13,Transient,149.46,0,3,Check-Out,2015-07-07
Resort Hotel,0,41,2017,April,17,18,3,1,1,0,1,BB,GBR,Offline TA/TO,Direct,0,1,3,D,F,0,Non Refund,470,412.0,8,Group,149.46,1,2,Check-Out,2015-10-21
City Hotel,0,245,2017,October,44,1,3,3,4,0,0,Undefined,FRA,Direct,Corporate,0,1,1,C,C,0,No Deposit,169,584.0,5,Contract,149.46,1,2,No-Show,2016-06-17
City Hotel,1,107,2015,October,31,5,3,4,1,0,1,FB,PRT,Corporate,GDS,0,0,2,G,D,3,Refundable,6,363.0,12,Contract,149.46,1,0,No-Show,2016-07-27
Resort Hotel,0,340,2017,March,23,8,4,6,4,0,0,BB,GBR,Corporate,TA/TO,1,0,2,G,F,0,Non Refund,344,192.0,15,Contract,149.46,0,5,No-Show,2017-02-24
Resort Hotel,0,171,2015,January,8,27,1,9,2,0,1,FB,FRA,Offline TA/TO,Direct,1,2,3,F,A,4,Non Refund,262,907.0,0,Group,149.46,2,3,Check-Out,2015-07-12
City Hotel,0,339,2017,November,35,14,4,7,1,1,1,BB,PRT,Offline TA/TO,TA/TO,0,1,0,E,D,0,Refundable,401,92.0,16,Group,149.46,1,2,No-Show,2017-12-25
Resort Hotel,1,53,2017,January,7,28,3,3,2,0,1,BB,GBR,Offline TA/TO,Corporate,1,0,3,G,E,4,Refundable,480,464.0,7,Contract,149.46,1,0,Canceled,2016-03-20
City Hotel,0,187,2016,January,42,2,3,3,1,0,0,FB,ITA,Direct,Direct,1,2,2,B,A,1,No Deposit,189,208.0,1,Transient,149.46,0,2,Canceled,2016-02-16
Resort Hotel,1,253,2016,November,32,6,2,2,1,2,0,BB,GBR,Direct,Corporate,0,1,3,C,F,4,Refundable,68,345.0,17,Group,149.46,0,3,Check-Out,2016-10-19
Resort Hotel,0,291,2016,September,52,7,1,6,2,2,1,BB,ESP,Corporate,GDS,1,2,3,F,B,4,Non Refund,153,774.0,5,Group,149.46,1,2,Check-Out,2015-03-23
Resort Hotel,0,196,2017,January,41,23,3,2,3,2,0,FB,NLD,Corporate,Corporate,0,0,0,C,F,2,Non Refund,245,110.0,17,Transient,149.46,2,1,No-Show,2017-09-29
Resort Hotel,0,199,2015,October,12,4,4,9,3,2,0,Undefined,ITA,Direct,TA/TO,0,2,3,C,G,0,No Deposit,151,819.0,11,Contract,149.46,0,1,Check-Out,2016-08-11
City Hotel,0,305,2016,December,2,7,1,7,2,1,0,HB,ESP,Offline TA/TO,Direct,0,1,0,C,F,4,Non Refund,39,181.0,1,Contract,149.46,0,2,No-Show,2017-05-20
City Hotel,0,264,2015,May,37,16,2,10,3,1,1,HB,DEU,Offline TA/TO,GDS,1,1,4,D,C,0,No Deposit,132,474.0,13,Group,149.46,1,4,Canceled,2017-01-11
City Hotel,1,211,2016,October,2,10,3,5,3,0,0,FB,BRA,Direct,GDS,1,1,0,A,E,3,Non Refund,73,978.0,9,Group,149.46,0,2,No-Show,2016-06-04
City Hotel,1,166,2017,October,33,13,1,10,4,2,1,Undefined,PRT,Direct,Direct,1,2,1,A,E,2,Non Refund,175,564.0,16,Transient-Party,149.46,2,2,No-Show,2017-09-01
Resort Hotel,1,289,2016,July,34,18,4,7,1,2,0,BB,Other,Corporate,TA/TO,0,2,0,E,D,0,No Deposit,332,490.0,17,Group,149.46,2,1,Canceled,2016-06-19
Resort Hotel,1,64,2017,October,28,8,0,9,4,0,0,HB,DEU,Online TA,GDS,1,1,3,E,E,2,Refundable,479,86.0,8,Transient,149.46,1,5,Check-Out,2017-10-28
Resort Hotel,1,294,2017,June,23,27,3,3,2,0,1,BB,BRA,Direct,GDS,1,0,2,F,F,4,No Deposit,334,994.0,17,Transient-Party,149.46,0,5,Canceled,2015-09-12
Resort Hotel,1,107,2017,June,30,10,0,4,4,0,0,SC,BRA,Offline TA/TO,GDS,0,2,1,E,F,1,Non Refund,97,181.0,19,Group,149.46,1,2,No-Show,2017-12-15
Resort Hotel,1,30,2016,December,40,10,2,6,1,0,1,SC,ITA,Online TA,Direct,1,1,4,D,G,2,Refundable,27,367.0,17,Group,149.46,2,0,No-Show,2017-12-16
City Hotel,0,21,2017,October,40,31,2,5,4,0,1,FB,USA,Direct,GDS,0,2,2,G,B,0,No Deposit,436,815.0,2,Group,149.46,1,4,Canceled,2015-07-07
City Hotel,1,117,2015,September,40,7,3,9,3,0,0,FB,GBR,Direct,TA/TO,1,0,3,C,C,1,Refundable,101,313.0,1,Transient-Party,149.46,2,0,No-Show,2015-02-22
City Hotel,0,73,2015,September,35,28,2,2,3,2,0,BB,ITA,Online TA,TA/TO,0,0,3,C,B,2,Refundable,248,294.0,5,Transient,149.46,1,5,Canceled,2015-01-26
Resort Hotel,1,48,2016,April,12,21,2,2,4,2,1,BB,BRA,Offline TA/TO,Direct,1,2,2,B,A,0,Non Refund,493,715.0,8,Group,149.46,1,2,No-Show,2016-11-07
City Hotel,1,176,2015,February,2,5,1,5,4,2,0,BB,BRA,Offline TA/TO,Corporate,0,2,2,F,E,4,Refundable,456,486.0,14,Transient-Party,149.46,1,0,No-Show,2017-06-26
Resort Hotel,1,186,2016,July,50,11,2,2,2,0,1,BB,USA,Online TA,TA/TO,0,1,0,D,C,4,No Deposit,64,164.0,12,Transient-Party,149.46,1,0,Canceled,2017-05-13
Resort Hotel,0,386,2015,February,52,10,0,1,4,0,0,SC,GBR,Online TA,Corporate,0,0,4,B,B,3,Refundable,426,44.0,10,Group,149.46,0,5,Canceled,2015-07-01
Resort Hotel,0,261,2017,August,7,22,0,4,4,1,1,FB,NLD,Direct,Corporate,0,2,0,B,F,0,Refundable,434,615.0,13,Transient,149.46,0,2,Check-Out,2015-01-31
Resort Hotel,1,298,2017,November,42,15,2,1,2,0,0,Undefined,Other,Corporate,Direct,0,1,3,D,D,1,Non Refund,410,493.0,13,Transient-Party,149.46,0,2,Check-Out,2016-02-03
City Hotel,0,208,2015,April,13,9,1,6,1,2,1,BB,BRA,Online TA,Corporate,1,0,0,D,A,1,No Deposit,42,280.0,18,Group,149.46,1,5,No-Show,2016-09-07
City Hotel,1,320,2017,August,34,30,0,1,1,0,1,BB,DEU,Corporate,GDS,0,2,3,E,A,0,Non Refund,10,68.0,7,Transient,149.46,0,4,Canceled,2016-02-20
Resort Hotel,1,138,2016,November,42,17,2,8,4,1,1,Undefined,DEU,Offline TA/TO,GDS,1,0,2,G,F,0,Refundable,92,558.0,2,Group,149.46,2,5,Canceled,2016-09-13
City Hotel,1,321,2016,December,5,15,2,3,2,0,0,Undefined,BRA,Online TA,TA/TO,1,2,3,A,D,2,Refundable,161,258.0,1,Transient,149.46,1,0,Canceled,2016-01-17
Resort Hotel,1,189,2017,February,5,9,4,6,1,2,0,BB,Other,Offline TA/TO,TA/TO,1,2,0,B,A,4,Non Refund,3,611.0,1,Transient-Party,149.46,0,0,No-Show,2017-08-15
City Hotel,1,50,2016,July,36,5,2,8,4,2,1,HB,ESP,Online TA,TA/TO,1,2,3,F,A,1,Refundable,3,210.0,0,Group,149.46,1,4,Canceled,2017-05-27
City Hotel,1,238,2016,August,39,1,0,9,1,2,0,BB,PRT,Online TA,GDS,0,1,4,A,B,3,Non Refund,55,461.0,9,Transient-Party,149.46,2,1,Canceled,2017-06-23
City Hotel,0,102,2017,April,32,10,0,2,4,2,0,Undefined,ITA,Corporate,Direct,1,1,3,F,B,0,Non Refund,319,133.0,17,Contract,149.46,2,0,No-Show,2015-06-16
Resort Hotel,1,163,2015,January,15,7,0,2,2,0,0,SC,PRT,Direct,Corporate,0,0,4,G,D,4,No Deposit,109,955.0,4,Group,149.46,0,0,Check-Out,2016-10-03
City Hotel,0,287,2016,April,2,4,4,7,2,0,0,HB,Other,Corporate,Direct,0,2,3,B,D,4,No Deposit,70,861.0,14,Contract,149.46,1,5,No-Show,2017-01-24
City Hotel,0,311,2017,November,28,20,3,6,2,1,0,HB,USA,Online TA,TA/TO,1,1,2,E,B,3,Refundable,472,679.0,11,Transient,149.46,0,5,No-Show,2016-08-15
City Hotel,1,255,2017,February,3,6,4,2,2,0,0,FB,USA,Online TA,TA/TO,0,2,4,G,F,1,No Deposit,308,165.0,18,Transient,149.46,1,0,Canceled,2017-01-01
City Hotel,1,141,2017,February,39,26,1,4,1,2,0,Undefined,Other,Online TA,Corporate,0,1,3,D,F,0,Refundable,352,917.0,11,Transient-Party,149.46,0,1,Canceled,2016-07-10
Resort Hotel,1,246,2015,February,48,5,4,1,4,2,1,BB,ITA,Corporate,Direct,0,1,4,G,A,0,No Deposit,283,139.0,1,Transient,149.46,0,4,Canceled,2017-08-02
Resort Hotel,0,377,2017,March,28,20,2,7,1,1,1,HB,ESP,Direct,GDS,1,0,3,F,F,4,Refundable,311,757.0,15,Transient-Party,149.46,2,4,No-Show,2017-01-22
Resort Hotel,0,256,2016,October,18,27,2,7,4,1,0,SC,PRT,Direct,Corporate,0,1,3,D,D,0,Non Refund,405,326.0,8,Contract,149.46,2,2,Check-Out,2016-10-29
Resort Hotel,1,211,2015,November,26,10,0,9,4,2,1,HB,NLD,Corporate,Direct,1,2,1,C,E,1,Refundable,265,595.0,4,Group,149.46,0,2,Check-Out,2015-11-19
Resort Hotel,0,130,2016,May,1,26,4,1,1,2,1,BB,PRT,Online TA,GDS,0,1,1,C,G,3,No Deposit,142,272.0,6,Transient-Party,149.46,1,1,Check-Out,2016-01-08
Resort Hotel,0,304,2015,June,33,17,3,3,2,1,0,FB,Other,Direct,GDS,1,1,4,E,F,2,Non Refund,219,954.0,15,Transient-Party,149.46,2,5,Check-Out,2015-05-16
Resort Hotel,1,376,2016,March,50,14,0,10,3,1,0,HB,ESP,Online TA,GDS,1,1,4,E,B,3,No Deposit,479,111.0,2,Transient-Party,149.46,1,3,Canceled,2017-11-06
City Hotel,0,272,2015,January,4,25,2,5,3,1,0,BB,PRT,Online TA,Direct,0,0,4,G,F,1,Refundable,325,896.0,16,Transient,149.46,1,4,Check-Out,2015-06-23
City Hotel,1,370,2015,December,48,16,0,7,1,2,1,SC,NLD,Direct,Direct,0,2,4,D,E,2,Refundable,432,905.0,10,Transient-Party,149.46,2,3,No-Show,2015-01-08
City Hotel,1,194,2016,January,3,2,3,1,2,1,0,SC,USA,Offline TA/TO,GDS,1,1,0,G,F,1,No Deposit,499,189.0,5,Group,149.46,2,1,Check-Out,2017-01-23
City Hotel,0,369,2016,June,8,6,1,2,4,0,1,BB,PRT,Direct,GDS,1,0,3,F,F,3,Refundable,329,799.0,15,Contract,149.46,2,1,Check-Out,2017-03-29
City Hotel,0,101,2017,November,13,28,1,10,3,1,1,SC,NLD,Direct,TA/TO,1,2,3,G,A,0,Non Refund,15,174.0,8,Group,149.46,0,2,Check-Out,2017-12-08
Resort Hotel,0,213,2017,October,14,12,1,3,2,1,1,BB,PRT,Direct,Direct,0,2,0,E,A,3,No Deposit,34,244.0,3,Transient-Party,149.46,0,5,Canceled,2016-07-27
City Hotel,1,338,2017,September,32,23,0,8,3,2,0,SC,PRT,Corporate,Corporate,1,2,0,G,C,1,No Deposit,202,602.0,1,Transient-Party,149.46,1,3,Canceled,2016-11-09
Resort Hotel,1,123,2017,August,44,9,4,7,2,1,0,SC,PRT,Direct,GDS,0,2,3,A,D,4,Refundable,106,17.0,7,Transient,149.46,2,0,Check-Out,2017-06-22
City Hotel,0,95,2015,August,19,27,3,8,4,0,0,HB,DEU,Offline TA/TO,GDS,0,2,4,D,G,0,Refundable,117,321.0,11,Transient,149.46,2,3,Canceled,2017-09-21
Resort Hotel,0,108,2015,March,13,31,1,1,1,0,1,SC,BRA,Online TA,Direct,0,0,3,G,C,0,No Deposit,135,538.0,9,Group,149.46,2,1,No-Show,2015-01-06
Resort Hotel,0,380,2017,September,49,10,4,5,1,1,1,HB,ITA,Online TA,TA/TO,0,2,1,E,G,0,Non Refund,497,320.0,14,Group,149.46,1,0,Check-Out,2017-12-25
Resort Hotel,0,207,2017,February,28,11,1,7,2,1,0,Undefined,BRA,Online TA,Direct,0,2,4,G,E,0,Non Refund,105,126.0,8,Transient-Party,149.46,1,5,Canceled,2015-09-29
City Hotel,1,121,2017,December,34,13,4,4,3,1,0,SC,BRA,Direct,GDS,1,0,2,F,A,4,Refundable,378,191.0,0,Contract,149.46,0,0,No-Show,2015-10-21
Resort Hotel,1,26,2015,May,51,9,3,4,1,0,1,Undefined,NLD,Online TA,Corporate,0,2,0,G,A,3,Refundable,45,516.0,4,Group,149.46,0,3,Check-Out,2016-01-21
City Hotel,0,152,2015,December,1,4,1,7,2,0,1,BB,Other,Online TA,Direct,0,0,2,E,F,3,No Deposit,388,883.0,11,Group,149.46,2,4,No-Show,2016-01-24
Resort Hotel,1,123,2017,November,44,25,4,2,4,2,0,BB,Other,Corporate,Direct,0,1,3,D,E,0,Refundable,242,498.0,7,Transient-Party,149.46,0,5,No-Show,2017-08-13
Resort Hotel,0,142,2015,January,33,13,4,2,4,2,0,BB,USA,Direct,GDS,0,2,0,B,B,4,Refundable,313,26.0,8,Transient-Party,149.46,0,2,Check-Out,2016-02-24
City Hotel,0,115,2015,July,37,15,3,5,2,1,0,BB,ESP,Direct,GDS,0,0,0,A,G,4,No Deposit,184,50.0,0,Contract,149.46,0,2,No-Show,2016-02-21
Resort Hotel,0,295,2015,August,44,11,3,9,4,1,0,HB,BRA,Offline TA/TO,GDS,1,2,0,G,C,2,No Deposit,435,456.0,9,Contract,149.46,1,1,No-Show,2016-03-24
Resort Hotel,1,199,2016,February,14,10,4,9,2,1,0,HB,GBR,Online TA,Corporate,1,0,2,G,D,0,Non Refund,363,144.0,6,Group,149.46,2,3,Canceled,2015-11-21
Resort Hotel,0,69,2016,September,26,12,1,1,4,1,0,HB,DEU,Online TA,Direct,1,1,4,B,G,3,Non Refund,174,562.0,11,Transient-Party,149.46,1,0,No-Show,2017-06-21
City Hotel,1,164,2017,April,31,1,1,3,2,0,0,SC,ESP,Direct,GDS,1,1,1,F,C,4,No Deposit,340,247.0,10,Group,149.46,0,3,No-Show,2015-04-22
Resort Hotel,0,110,2015,January,36,18,0,6,3,0,1,HB,Other,Offline TA/TO,Corporate,1,2,4,C,G,1,Non Refund,90,972.0,0,Transient-Party,149.46,1,3,Check-Out,2015-05-15
Resort Hotel,1,392,2017,September,26,20,0,9,2,1,1,BB,ITA,Offline TA/TO,TA/TO,1,2,4,D,B,4,Refundable,34,875.0,10,Group,149.46,2,2,Canceled,2017-03-20
City Hotel,0,268,2017,August,34,14,4,6,2,1,0,FB,USA,Offline TA/TO,Direct,0,2,0,E,G,2,Non Refund,314,719.0,13,Transient-Party,149.46,0,4,No-Show,2016-03-25
Resort Hotel,0,260,2016,May,50,11,2,9,3,0,0,Undefined,BRA,Offline TA/TO,GDS,1,1,2,C,B,4,Non Refund,212,864.0,16,Transient-Party,149.46,2,3,Canceled,2015-03-08
Resort Hotel,0,209,2016,December,42,13,1,7,2,0,0,FB,Other,Online TA,Direct,1,1,4,F,B,4,Refundable,428,906.0,7,Transient-Party,149.46,1,3,Check-Out,2015-02-16
City Hotel,0,278,2016,March,2,2,3,7,4,2,1,SC,PRT,Offline TA/TO,TA/TO,0,2,1,F,F,2,Refundable,398,404.0,18,Group,149.46,2,5,Canceled,2017-12-13
City Hotel,1,181,2016,May,24,8,3,8,3,0,0,SC,ITA,Corporate,Direct,1,2,3,A,B,2,Non Refund,384,528.0,15,Transient-Party,149.46,0,2,Canceled,2017-01-14
City Hotel,1,292,2015,August,18,5,2,9,1,1,1,FB,PRT,Online TA,Direct,0,1,2,G,E,3,No Deposit,104,445.0,16,Group,149.46,1,2,Check-Out,2015-11-15
City Hotel,1,216,2015,December,38,24,2,4,2,0,0,Undefined,PRT,Online TA,Direct,0,1,0,C,F,1,No Deposit,99,522.0,6,Transient-Party,149.46,2,0,Check-Out,2015-08-02
Resort Hotel,1,315,2017,May,27,24,1,6,1,0,1,SC,DEU,Offline TA/TO,Direct,0,0,4,B,D,0,Non Refund,239,602.0,15,Contract,149.46,2,5,No-Show,2016-06-24
City Hotel,0,182,2017,April,32,22,2,2,4,0,0,BB,BRA,Corporate,Corporate,1,2,2,G,F,0,Non Refund,488,513.0,17,Group,149.46,0,4,No-Show,2016-03-06
City Hotel,0,173,2015,March,20,21,3,5,1,1,1,SC,ESP,Corporate,TA/TO,0,0,2,B,C,4,No Deposit,121,695.0,17,Group,149.46,0,1,Canceled,2017-06-14
City Hotel,1,312,2015,November,15,10,3,7,2,0,0,Undefined,DEU,Corporate,Direct,1,2,4,G,D,1,Non Refund,124,479.0,13,Contract,149.46,1,1,Canceled,2015-11-15
Resort Hotel,0,31,2017,April,15,23,0,2,2,2,0,FB,PRT,Corporate,TA/TO,0,0,2,D,C,3,Non Refund,479,995.0,15,Transient-Party,149.46,1,5,No-Show,2016-02-01
City Hotel,1,73,2015,December,22,1,0,5,1,0,0,BB,USA,Corporate,Direct,0,2,3,A,C,4,Refundable,245,132.0,12,Group,149.46,0,0,No-Show,2017-05-04
City Hotel,0,210,2017,December,13,15,1,10,2,0,1,HB,GBR,Offline TA/TO,Direct,0,1,2,B,F,3,Non Refund,363,70.0,8,Transient,149.46,1,0,No-Show,2017-05-14
Resort Hotel,1,10,2017,August,38,27,4,1,2,0,1,SC,GBR,Corporate,GDS,0,1,1,B,B,0,No Deposit,454,478.0,4,Transient,149.46,0,2,Canceled,2015-12-28
Resort Hotel,0,303,2017,February,19,9,2,10,2,1,0,BB,USA,Corporate,TA/TO,0,0,1,G,D,3,No Deposit,468,355.0,8,Transient,149.46,1,5,Check-Out,2016-11-05
City Hotel,0,395,2015,July,1,2,0,3,1,0,0,Undefined,BRA,Offline TA/TO,TA/TO,1,0,1,B,D,3,No Deposit,256,409.0,8,Group,149.46,0,5,No-Show,2016-07-20
